,country_code,region_name,iata,icao,airport,latitude,longitude,FIPS
7935,US,New Hampshire,CON,KCON,Concord Municipal Airport,43.2027,-71.5023,33013
7936,US,Texas,COM,KCOM,Coleman Municipal Airport,31.8411,-99.4036,48083
7937,US,Florida,COI,KCOI,Merritt Island Airport,28.3416,-80.6855,12009
7938,US,Florida,COF,KCOF,Patrick Air Force Base,28.2349,-80.6101,12009
7939,US,Idaho,COE,KCOE,Coeur d'Alene Airport,47.7743,-116.82,16055
7940,US,Wyoming,COD,KCOD,Yellowstone Regional Airport,44.5202,-109.024,56029
7941,US,California,COA,,Columbia Airport,38.0304,-120.415,06109
7942,US,Utah,CNY,KCNY,Canyonlands Field,38.755,-109.755,49019
7943,US,Alaska,KLN,PALB,Larsen Bay Airport,57.5351,-153.978,02150
7944,US,Texas,CNW,KCNW,TSTC Waco Airport,31.6378,-97.0741,48309
7945,US,Kansas,CNU,KCNU,Chanute Martin Johnson Airport,37.6688,-95.4851,20133
7946,US,California,CNO,KCNO,Chino Airport,33.9747,-117.637,06071
7947,US,New Mexico,CNM,KCNM,Cavern City Air Terminal,32.3375,-104.263,35015
7948,US,Kansas,CNK,KCNK,Blosser Municipal Airport,39.5493,-97.6523,20029
7949,US,New Hampshire,CNH,KCNH,Claremont Municipal Airport,43.3704,-72.3687,33019
7950,US,Colorado,CNE,,Fremont County Airport,38.428,-105.106,08043
7951,US,Connecticut,OXC,KOXC,Waterbury-Oxford Airport,41.4786,-73.1352,09009
7952,US,Ohio,OXD,KOXD,Miami University Airport,39.5023,-84.7844,39017
7953,US,Alaska,KLL,,Levelock Airport,59.1281,-156.859,02164
7954,US,Wisconsin,CMY,KCMY,Sparta/Fort McCoy Airport,43.9583,-90.7379,55081
7955,US,Michigan,CMX,KCMX,Houghton County Memorial Airport,47.1684,-88.4891,26061
7956,US,Alaska,KLG,PALG,Kalskag Airport,61.5363,-160.341,02050
7957,US,California,OXR,KOXR,Oxnard Airport,34.2008,-119.207,06111
7958,US,Alaska,KKU,,Ekuk Airport,58.8112,-158.559,02070
7959,US,Texas,OZA,KOZA,Ozona Municipal Airport,30.7353,-101.203,48105
7960,US,Alabama,OZR,KOZR,Cairns Army Airfield,31.2757,-85.7134,01045
7961,US,Washington,PAE,KPAE,Paine Field (Snohomish County Airport),47.9063,-122.282,53061
7962,US,Kentucky,PAH,KPAH,Barkley Regional Airport,37.0608,-88.7738,21145
7963,US,Illinois,CMI,KCMI,University of Illinois Willard Airport,40.0392,-88.2781,17019
7964,US,Ohio,CMH,KCMH,John Glenn Columbus International Airport,39.998,-82.8919,39049
7965,US,Hawaii,PAK,PHPA,Port Allen Airport,21.8969,-159.603,
7966,US,Florida,PAM,KPAM,Tyndall Air Force Base,30.0696,-85.5754,12005
7967,US,Florida,CLW,KCLW,Clearwater Air Park,27.9767,-82.7587,12103
7968,US,North Carolina,CLT,KCLT,Charlotte Douglas International Airport,35.214,-80.9431,37119
7969,US,Washington,CLS,KCLS,Chehalis-Centralia Airport,46.677,-122.983,53041
7970,US,California,CLR,KCLR,Cliff Hatfield Memorial Airport,33.1315,-115.521,06025
7971,US,California,PAO,KPAO,Palo Alto Airport (Santa Clara County Airport),37.4611,-122.115,06085
7972,US,Alaska,CLP,PFCL,Clarks Point Airport,58.8337,-158.529,02070
7973,US,Washington,CLM,KCLM,William R. Fairchild International Airport,48.1202,-123.5,53009
7974,US,Texas,CLL,KCLL,Easterwood Airport (Easterwood Field),30.5886,-96.3638,48041
7975,US,Oklahoma,CLK,KCLK,Clinton Regional Airport,35.5383,-98.9327,40039
7976,US,Alaska,KKL,,Karluk Lake Seaplane Base,57.367,-154.028,02150
7977,US,Alaska,PAQ,PAAQ,Palmer Municipal Airport,61.5949,-149.089,02170
7978,US,Wisconsin,CLI,KCLI,Clintonville Municipal Airport,44.6138,-88.7313,55135
7979,US,California,CLG,,New Coalinga Municipal Airport,36.1631,-120.294,06019
7980,US,Ohio,CLE,KCLE,Cleveland Hopkins International Airport,41.4117,-81.8498,39035
7981,US,California,CLD,KCRQ,McClellan-Palomar Airport,33.1283,-117.28,06073
7982,US,Alaska,KKK,,Kalakaket Creek Air Station,64.4166,-156.82,02290
7983,US,Alaska,CKX,,Chicken Airport,64.0713,-141.952,02240
7984,US,Tennessee,CKV,KCKV,Clarksville-Montgomery County Regional Airport (Outlaw Field),36.6219,-87.415,47125
7985,US,Alaska,CKU,,Cordova Municipal Airport,60.5439,-145.727,02261
7986,US,Washington,CKR,,Crane Island Airstrip,48.5978,-122.998,53055
7987,US,Minnesota,CKN,KCKN,Crookston Municipal Airport (Kirkwood Field),47.8417,-96.6216,27119
7988,US,Washington,YKM,KYKM,Yakima Air Terminal (McAllister Field),46.5682,-120.544,53077
7989,US,South Dakota,YKN,KYKN,Chan Gurney Municipal Airport,42.9167,-97.3859,46135
7990,US,Alaska,KKI,,Akiachak Airport,60.9048,-161.422,02050
7991,US,Mississippi,CKM,KCKM,Fletcher Field,34.2997,-90.5123,28027
7992,US,Alaska,KKH,PADY,Kongiganak Airport,59.9608,-162.881,02050
7993,US,Alaska,KKB,,Kitoi Bay Seaplane Base,58.1909,-152.37,02150
7994,US,Arkansas,CKK,KCVK,Sharp County Regional Airport,36.2649,-91.5626,05135
7995,US,Alaska,KKA,PAKK,Koyuk Alfred Adams Airport,64.9395,-161.154,02180
7996,US,California,CKE,,Lampson Field,38.9906,-122.901,06033
7997,US,Alaska,CKD,,Crooked Creek Airport,61.8679,-158.135,02050
7998,US,Arkansas,PBF,KPBF,Grider Field,34.1731,-91.9356,05069
7999,US,West Virginia,CKB,KCKB,North Central West Virginia Airport,39.2966,-80.2281,54033
8000,US,Oklahoma,CKA,KCKA,Kegelman Air Force Auxiliary Field,36.7439,-98.1231,40003
8001,US,New York,PBG,KPBG,Plattsburgh International Airport,44.6509,-73.4681,36019
8002,US,Florida,PBI,KPBI,Palm Beach International Airport,26.6832,-80.0956,12099
8003,US,Texas,KIP,KCWC,Kickapoo Downtown Airport,33.8578,-98.4904,48485
8004,US,Alaska,PCA,PAOC,Portage Creek Airport,58.9065,-157.714,02070
8005,US,Wisconsin,PCD,KPDC,Prairie du Chien Municipal Airport,43.0193,-91.1237,55023
8006,US,California,KIC,KKIC,Mesa Del Rey Airport,36.228,-121.122,06053
8007,US,Alaska,KIB,,Ivanof Bay Seaplane Base,55.8975,-159.489,
8008,US,New Jersey,PCT,,Princeton Airport,40.3992,-74.6589,34035
8009,US,Michigan,CIU,KCIU,Chippewa County International Airport,46.2508,-84.4724,26033
8010,US,Mississippi,PCU,,Poplarville-Pearl River County Airport,30.786,-89.5045,28109
8011,US,Illinois,CIR,KCIR,Cairo Regional Airport,37.0645,-89.2196,17003
8012,US,Georgia,MGE,KMGE,Dobbins Air Reserve Base,33.9154,-84.5163,13067
8013,US,Iowa,CIN,KCIN,Arthur N. Neu Airport,42.0462,-94.789,19027
8014,US,Alaska,CIL,,Council Airport,64.8979,-163.703,02180
8015,US,Alaska,CIK,PACI,Chalkyitsik Airport,66.645,-143.74,02290
8016,US,Alaska,PDB,,Pedro Bay Airport,59.7896,-154.124,02164
8017,US,Colorado,CIG,KCAG,Craig-Moffat Airport,40.4952,-107.522,08081
8018,US,Iowa,CID,KCID,The Eastern Iowa Airport,41.8847,-91.7108,19113
8019,US,California,CIC,KCIC,Chico Municipal Airport,39.7954,-121.858,06007
8020,US,Oregon,CHZ,,Chiloquin State Airport,42.5794,-121.879,41035
8021,US,Georgia,PDK,KPDK,DeKalb-Peachtree Airport,33.8756,-84.302,13089
8022,US,Oregon,PDT,KPDT,Eastern Oregon Regional Airport,45.6951,-118.841,41059
8023,US,Oregon,PDX,KPDX,Portland International Airport,45.5887,-122.598,41051
8024,US,Alaska,PEC,,Pelican Seaplane Base,57.9552,-136.236,02105
8025,US,Alaska,CHU,,Chuathbaluk Airport,61.5791,-159.216,02050
8026,US,Alaska,KGZ,,Glacier Creek Airport,61.4551,-142.381,02261
8027,US,South Carolina,CHS,KCHS,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405,45019
8028,US,Alaska,CHP,,Circle Hot Springs Airport,65.4855,-144.611,02290
8029,US,Virginia,CHO,KCHO,Charlottesville-Albemarle Airport,38.1386,-78.4529,51003
8030,US,Alaska,KGX,,Grayling Airport,62.8952,-160.066,02290
8031,US,Texas,PEQ,KPEQ,Pecos Municipal Airport,31.3824,-103.511,48389
8032,US,Alaska,KGK,PAJZ,Koliganek Airport,59.7266,-157.259,02070
8033,US,Idaho,CHL,KLLJ,Challis Airport,44.523,-114.218,16037
8034,US,Oklahoma,CHK,KCHK,Chickasha Municipal Airport,35.0974,-97.9677,40051
8035,US,Oregon,PFC,KPFC,Pacific City State Airport,45.1998,-123.962,41057
8036,US,Arizona,PGA,KPGA,Page Municipal Airport,36.9261,-111.448,04005
8037,US,West Virginia,PGC,KSVC,Grant County Airport,38.9949,-79.1459,54023
8038,US,Florida,PGD,KPGD,Punta Gorda Airport,26.9202,-81.9905,12015
8039,US,Alaska,KFP,PAKF,False Pass Airport,54.8474,-163.41,02013
8040,US,Ohio,YNG,KYNG,Youngstown-Warren Regional Airport,41.2607,-80.6791,39155
8041,US,Tennessee,CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field),35.0353,-85.2038,47065
8042,US,Arizona,CGZ,KCGZ,Casa Grande Municipal Airport,32.9549,-111.767,04021
8043,US,Mississippi,PGL,KPQL,Trent Lott International Airport,30.4628,-88.5292,28059
8044,US,Maryland,CGS,KCGS,College Park Airport,38.9806,-76.9223,24033
8045,US,Alaska,PGM,,Port Graham Airport,59.3483,-151.832,02122
8046,US,Missouri,CGI,KCGI,Cape Girardeau Regional Airport,37.2253,-89.5708,29201
8047,US,Colorado,PGO,KPSO,Stevens Field,37.2863,-107.056,08007
8048,US,Ohio,CGF,KCGF,Cuyahoga County Airport,41.5651,-81.4864,39035
8049,US,Maryland,CGE,KCGE,Cambridge-Dorchester Airport,38.5393,-76.0304,24019
8050,US,Arkansas,PGR,KPGR,Kirk Field,36.0629,-90.5078,05055
8051,US,Arizona,PGS,,Grand Canyon Caverns Airport,35.5713,-113.293,04005
8052,US,Alaska,CGA,,Craig Seaplane Base,55.4788,-133.148,02198
8053,US,Kansas,CFV,KCFV,Coffeyville Municipal Airport,37.094,-95.5719,20125
8054,US,Arizona,CFT,KCFT,Greenlee County Airport,32.9528,-109.21,04011
8055,US,Texas,CFD,KCFD,Coulter Field,30.7157,-96.3314,48041
8056,US,Colorado,CEZ,KCEZ,Cortez Municipal Airport,37.303,-108.628,08083
8057,US,Kentucky,CEY,KCEY,Murray-Calloway County Airport,36.6646,-88.3728,21035
8058,US,Alaska,CEX,,Chena Hot Springs Airport,65.0518,-146.047,02090
8059,US,Florida,CEW,KCEW,Bob Sikes Airport,30.7788,-86.5221,12091
8060,US,North Carolina,PGV,KPGV,Pitt-Greenville Airport,35.6352,-77.3853,37147
8061,US,South Carolina,CEU,KCEU,Oconee County Regional Airport,34.6719,-82.8865,45073
8062,US,Alaska,KEK,,Ekwok Airport,59.3568,-157.471,02070
8063,US,Alaska,CEM,PACE,Central Airport,65.5738,-144.783,02290
8064,US,Ohio,PHD,KPHD,Harry Clever Field,40.4709,-81.4197,39157
8065,US,Virginia,PHF,KPHF,Newport News/Williamsburg International Airport,37.1319,-76.493,51700
8066,US,Washington,KEH,,Kenmore Air Harbor,47.7548,-122.259,53033
8067,US,Florida,PHK,KPHK,Palm Beach County Glades Airport,26.785,-80.6934,12099
8068,US,California,CEC,KCEC,Del Norte County Airport (Jack McNamara Field),41.7802,-124.237,06015
8069,US,Pennsylvania,PHL,KPHL,Philadelphia International Airport,39.8719,-75.2411,42045
8070,US,Kansas,CEA,KCEA,Cessna Aircraft Field,37.6486,-97.2506,20173
8071,US,Michigan,PHN,KPHN,St. Clair County International Airport,42.911,-82.5289,26147
8072,US,New Jersey,CDW,KCDW,Essex County Airport,40.8752,-74.2814,34013
8073,US,Alaska,CDV,PACV,Merle K. (Mudhole) Smith Airport,60.4918,-145.478,02261
8074,US,Texas,CDS,KCDS,Childress Municipal Airport,34.4338,-100.288,48075
8075,US,Nebraska,CDR,KCDR,Chadron Municipal Airport,42.8376,-103.095,31045
8076,US,South Carolina,CDN,KCDN,Woodward Field,34.2836,-80.5649,45055
8077,US,Alaska,CDL,,Candle 2 Airport,65.9077,-161.926,02188
8078,US,Florida,CDK,KCDK,George T. Lewis Airport,29.1342,-83.0505,12075
8079,US,Arkansas,CDH,KCDH,Harrell Field,33.6228,-92.7634,05103
8080,US,Utah,CDC,KCDC,Cedar City Regional Airport,37.701,-113.099,49021
8081,US,Alaska,CDB,PACD,Cold Bay Airport,55.2061,-162.725,02013
8082,US,Iowa,CCY,KCCY,Northeast Iowa Regional Airport,43.0726,-92.6108,19067
8083,US,California,CCR,KCCR,Buchanan Field Airport,37.9897,-122.057,06013
8084,US,Texas,CCG,,Crane County Airport,31.4151,-102.363,48103
8085,US,California,CCB,KCCB,Cable Airport,34.1116,-117.688,06071
8086,US,Alaska,PHO,PAPO,Point Hope Airport,68.3488,-166.799,02185
8087,US,South Dakota,PHP,KPHP,Philip Airport,44.0486,-101.599,46055
8088,US,Tennessee,PHT,KPHT,Henry County Airport,36.3382,-88.3829,47079
8089,US,Mississippi,CBM,KCBM,Columbus Air Force Base,33.6438,-88.4438,28087
8090,US,Kansas,CBK,KCBK,Colby Municipal Airport (Shalz Field),39.4275,-101.047,20193
8091,US,Iowa,CBF,KCBF,Council Bluffs Municipal Airport,41.2592,-95.7606,19155
8092,US,Maryland,CBE,KCBE,Greater Cumberland Regional Airport,39.6154,-78.7609,24001
8093,US,Arizona,PHX,KPHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,04013
8094,US,Illinois,PIA,KPIA,General Wayne A. Downing Peoria International Airport,40.6642,-89.6933,17143
8095,US,Maine,CAR,KCAR,Caribou Municipal Airport,46.8715,-68.0179,23003
8096,US,New Mexico,CAO,KCAO,Clayton Municipal Airpark,36.4462,-103.167,35059
8097,US,Ohio,CAK,KCAK,Akron-Canton Airport,40.9161,-81.4422,39153
8098,US,Alaska,EAA,PAEG,Eagle Airport,64.7764,-141.151,02240
8099,US,South Carolina,CAE,KCAE,Columbia Metropolitan Airport,33.9388,-81.1195,45063
8100,US,Michigan,CAD,KCAD,Wexford County Airport,44.2753,-85.4189,26165
8101,US,Mississippi,PIB,KPIB,Hattiesburg-Laurel Regional Airport,31.4671,-89.3371,28067
8102,US,Texas,BZT,,Eagle Air Park,28.9822,-95.5797,48039
8103,US,Montana,BZN,KBZN,Bozeman Yellowstone International Airport (Gallatin Field),45.7775,-111.153,30031
8104,US,Florida,PIE,KPIE,St. Pete-Clearwater International Airport,27.9102,-82.6874,12103
8105,US,Idaho,PIH,KPIH,Pocatello Regional Airport,42.9098,-112.596,16077
8106,US,Alaska,KEB,,Nanwalek Airport,59.3521,-151.925,02122
8107,US,California,BZF,,Benton Field,40.5749,-122.408,06089
8108,US,Georgia,PIM,KPIM,Harris County Airport,32.8407,-84.8824,13145
8109,US,Alaska,PIP,PAPN,Pilot Point Airport,57.5804,-157.572,02164
8110,US,Washington,BYW,,Blakely Island Airport,48.579,-122.826,53055
8111,US,South Dakota,PIR,KPIR,Pierre Regional Airport,44.3827,-100.286,46065
8112,US,California,BYS,KBYS,Bicycle Lake Army Airfield (Fort Irwin),35.2805,-116.63,06071
8113,US,Pennsylvania,PIT,KPIT,Pittsburgh International Airport,40.4915,-80.2329,42003
8114,US,Alaska,PIZ,PPIZ,Point Lay LRRS Airport,69.7329,-163.005,02185
8115,US,Idaho,BYI,KBYI,Burley Municipal Airport,42.5426,-113.772,16031
8116,US,Arkansas,BYH,KBYH,Arkansas International Airport,35.9643,-89.944,05093
8117,US,Wyoming,BYG,KBYG,Johnson County Airport,44.3811,-106.722,56019
8118,US,Arizona,PJB,KPAN,Payson Airport,34.2568,-111.339,04007
8119,US,Alaska,BYA,,Boundary Airport,64.0783,-141.113,02240
8120,US,Alaska,PKA,PAPK,Napaskiak Airport,60.7029,-161.778,02050
8121,US,West Virginia,PKB,KPKB,Mid-Ohio Valley Regional Airport,39.3451,-81.4392,54107
8122,US,California,BXS,,Borrego Valley Airport,33.259,-116.321,06073
8123,US,Minnesota,PKD,KPKD,Park Rapids Municipal Airport (Konshok Field),46.9006,-95.0731,27057
8124,US,Wisconsin,PKF,KPKF,Park Falls Municipal Airport,45.955,-90.4244,55099
8125,US,Arizona,BXK,KBXK,Buckeye Municipal Airport,33.4204,-112.686,04013
8126,US,Alaska,KDK,PAKD,Kodiak Municipal Airport,57.8059,-152.374,02150
8127,US,Alaska,KCR,,Colorado Creek Airport,63.5677,-155.989,02290
8128,US,Alaska,KCQ,,Chignik Lake Airport,56.255,-158.775,02164
8129,US,Louisiana,BXA,KBXA,George R. Carr Memorial Air Field,30.8137,-89.865,22117
8130,US,Missouri,PLK,KPLK,M. Graham Clark Downtown Airport,36.6259,-93.2289,29213
8131,US,North Dakota,BWM,KBPP,Bowman Municipal Airport,46.1655,-103.301,38011
8132,US,Oklahoma,BWL,KBKN,Blackwell-Tonkawa Municipal Airport,36.7959,-97.317,40071
8133,US,Alaska,KCN,,Chernofski Harbor Seaplane Base,53.4029,-167.52,02016
8134,US,Kentucky,BWG,KBWG,Bowling Green-Warren County Regional Airport,36.9645,-86.4197,21227
8135,US,Texas,BWD,KBWD,Brownwood Regional Airport,31.7936,-98.9565,48049
8136,US,California,BWC,KBWC,Brawley Municipal Airport,32.9929,-115.517,06025
8137,US,Michigan,PLN,KPLN,Pellston Regional Airport (Emmet County),45.5709,-84.7967,26047
8138,US,Massachusetts,BVY,KBVY,Beverly Municipal Airport,42.5842,-70.9165,25009
8139,US,Arkansas,BVX,KBVX,Batesville Regional Airport,35.7262,-91.6473,05063
8140,US,Alabama,PLR,KPLR,St. Clair County Airport,33.5588,-86.2491,01115
8141,US,Alaska,BVU,PABG,Beluga Airport,61.1722,-151.044,02122
8142,US,Oklahoma,BVO,KBVO,Bartlesville Municipal Airport,36.7625,-96.0112,40113
8143,US,Alaska,KCL,,Chignik Lagoon Airport (Chignik Flats Airport),56.3112,-158.536,02164
8144,US,California,BUR,KBUR,Bob Hope Airport,34.2007,-118.359,06037
8145,US,North Dakota,PMB,KPMB,Pembina Municipal Airport,48.9425,-97.2408,38067
8146,US,Missouri,BUM,KBUM,Butler Memorial Airport,38.2898,-94.3401,29013
8147,US,California,PMD,KPMD,Palmdale Regional Airport,34.6294,-118.085,06037
8148,US,Alaska,KCC,,Coffman Cove Seaplane Base,56.0032,-132.842,02198
8149,US,New York,BUF,KBUF,Buffalo Niagara International Airport,42.9405,-78.7322,36029
8150,US,Nebraska,BUB,KBUB,Cram Field,41.7767,-99.1497,31071
8151,US,Ohio,PMH,KPMH,Greater Portsmouth Regional Airport,38.8405,-82.8473,39145
8152,US,Nevada,BTY,KBTY,Beatty Airport,36.8611,-116.787,32023
8153,US,Vermont,BTV,KBTV,Burlington International Airport,44.4719,-73.1533,50007
8154,US,Alaska,KBW,,Chignik Bay Seaplane Base,56.2956,-158.401,02164
8155,US,Alaska,BTT,PABT,Bettles Airport,66.9139,-151.529,02290
8156,US,Alaska,PML,PAAL,Port Moller Airport,56.006,-160.561,02013
8157,US,Louisiana,BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field),30.5332,-91.1496,22033
8158,US,Arizona,YUM,KNYL,Yuma International Airport / MCAS Yuma,32.6566,-114.606,04027
8159,US,Massachusetts,PMX,,Metropolitan Airport,42.2233,-72.3114,25015
8160,US,Pennsylvania,BTP,KBTP,Butler County Airport (K.W. Scholter Field),40.7769,-79.9497,42019
8161,US,Alaska,KBE,,Bell Island Hot Springs Seaplane Base,55.9291,-131.572,02130
8162,US,South Carolina,BTN,KBBP,Marlboro County Jetport,34.6217,-79.7344,45069
8163,US,Montana,BTM,KBTM,Bert Mooney Airport,45.9548,-112.497,30093
8164,US,Michigan,BTL,KBTL,W. K. Kellogg Airport,42.3073,-85.2515,26025
8165,US,Oklahoma,PNC,KPNC,Ponca City Regional Airport,36.732,-97.0998,40071
8166,US,Alaska,BTI,PABA,Barter Island LRRS Airport,70.134,-143.582,02185
8167,US,Utah,BTF,KBTF,Skypark Airport,40.8694,-111.927,49011
8168,US,Alaska,KBC,,Birch Creek Airport,66.274,-145.824,02290
8169,US,Pennsylvania,PNE,KPNE,Northeast Philadelphia Airport,40.0819,-75.0106,42101
8170,US,Maine,PNN,KPNN,Princeton Municipal Airport,45.2007,-67.5644,23029
8171,US,Florida,PNS,KPNS,Pensacola International Airport,30.4734,-87.1866,12033
8172,US,Alaska,BSW,,Boswell Bay Airport,60.4231,-146.146,02261
8173,US,Arizona,BSQ,,Bisbee Municipal Airport,31.364,-109.883,04003
8174,US,Alaska,KAL,PAKV,Kaltag Airport,64.3191,-158.741,02290
8175,US,Utah,PNU,,Panguitch Municipal Airport,37.8452,-112.392,49017
8176,US,Texas,PNX,KGYI,North Texas Regional Airport,33.7141,-96.6737,48181
8177,US,Hawaii,BSF,PHSF,Bradshaw Army Airfield,19.7601,-155.554,15001
8178,US,Alaska,KAE,PAFE,Kake Airport,56.973,-133.946,
8179,US,North Carolina,POB,KPOB,Pope Field (Pope AFB),35.1709,-79.0145,37051
8180,US,Kentucky,BRY,KBRY,Samuels Field,37.8143,-85.4996,21179
8181,US,Alaska,BRW,PABR,Wiley Post-Will Rogers Memorial Airport,71.2854,-156.766,02185
8182,US,Texas,BRO,KBRO,Brownsville/South Padre Island International Airport,25.9068,-97.4259,48061
8183,US,Iowa,BRL,KBRL,Southeast Iowa Regional Airport,40.7832,-91.1255,19057
8184,US,Minnesota,BRD,KBRD,Brainerd Lakes Regional Airport,46.3983,-94.1381,27035
8185,US,Alaska,BQV,,Bartlett Cove Seaplane Base,58.4552,-135.885,02105
8186,US,California,POC,KPOC,Brackett Field,34.0916,-117.782,06037
8187,US,Massachusetts,BQN,TJBQ,Rafael Hernandez Airport,18.4949,-67.1294,72005
8188,US,Georgia,BQK,KBQK,Brunswick Golden Isles Airport,31.2588,-81.4665,13127
8189,US,Louisiana,POE,KPOE,Polk Army Airfield,31.0448,-93.1917,22115
8190,US,Missouri,POF,KPOF,Poplar Bluff Municipal Airport,36.7739,-90.3249,29023
8191,US,Iowa,POH,KPOH,Pocahontas Municipal Airport,36.2456,-90.9553,05121
8192,US,Michigan,JXN,KJXN,Jackson County Airport (Reynolds Field),42.2598,-84.4594,26075
8193,US,Wisconsin,JVL,KJVL,Southern Wisconsin Regional Airport,42.6203,-89.0416,55105
8194,US,Texas,BPT,KBPT,Jack Brooks Regional Airport,29.9508,-94.0207,48245
8195,US,New Jersey,JVI,,Central Jersey Regional Airport,40.5244,-74.5984,34035
8196,US,Wyoming,BPI,KBPI,Miley Memorial Field,42.5851,-110.111,56035
8197,US,New York,POU,KPOU,Dutchess County Airport,41.6266,-73.8842,36027
8198,US,Wyoming,POY,KPOY,Powell Municipal Airport,44.8672,-108.793,56029
8199,US,Florida,BOW,KBOW,Bartow Municipal Airport,27.9434,-81.7834,12105
8200,US,Texas,PPA,KPPA,Perry Lefors Field,35.613,-100.996,48179
8201,US,Massachusetts,BOS,KBOS,Logan International Airport,42.3643,-71.0052,25025
8202,US,Alaska,PPC,PAPR,Prospect Creek Airport,66.8141,-150.644,02290
8203,US,Oregon,BOK,KBOK,Brookings Airport,42.0746,-124.29,41015
8204,US,Idaho,BOI,KBOI,Boise Air Terminal (Gowen Field),43.5644,-116.223,16001
8205,US,Kansas,PPF,KPPF,Tri-City Airport,37.3299,-95.5062,20099
8206,US,Pennsylvania,JST,KJST,John Murtha Johnstown-Cambria County Airport,40.3161,-78.8339,42021
8207,US,Florida,PPM,KPMP,Pompano Beach Airpark,26.2471,-80.1111,12011
8208,US,Iowa,BNW,KBNW,Boone Municipal Airport,42.0496,-93.8476,19015
8209,US,Hawaii,JRF,PHJR,Kalaeloa Airport (John Rodgers Field),21.3074,-158.07,15003
8210,US,Alaska,PPV,,Port Protection Seaplane Base,56.3288,-133.61,02198
8211,US,Oregon,BNO,KBNO,Burns Municipal Airport,43.5919,-118.955,41025
8212,US,Illinois,JOT,KJOT,Joliet Regional Airport,41.5178,-88.1755,17197
8213,US,South Carolina,BNL,KBNL,Barnwell Regional Airport,33.2578,-81.3883,45011
8214,US,Maine,PQI,KPQI,Northern Maine Regional Airport at Presque Isle,46.689,-68.0448,23003
8215,US,California,BNG,KBNG,Banning Municipal Airport,33.9231,-116.851,06065
8216,US,Alaska,BNF,,Warm Springs Bay Seaplane Base,57.0888,-134.833,02220
8217,US,Tennessee,BNA,KBNA,Nashville International Airport,36.1245,-86.6782,47037
8218,US,Alaska,PQS,,Pilot Station Airport,61.9346,-162.9,02270
8219,US,Alaska,BMX,PABM,Big Mountain Air Force Station,59.3612,-155.259,02164
8220,US,Texas,BMT,KBMT,Beaumont Municipal Airport,30.0707,-94.2158,48245
8221,US,California,PRB,KPRB,Paso Robles Municipal Airport,35.6729,-120.627,06079
8222,US,New Hampshire,BML,KBML,Berlin Regional Airport,44.5754,-71.1759,33007
8223,US,Illinois,BMI,KBMI,Central Illinois Regional Airport,40.4771,-88.9159,17113
8224,US,Arizona,PRC,KPRC,Ernest A. Love Field,34.6545,-112.42,04025
8225,US,Utah,BMC,KBMC,Brigham City Airport,41.5524,-112.062,49003
8226,US,Alaska,JNU,PAJN,Juneau International Airport,58.355,-134.576,02110
8227,US,Iowa,PRO,KPRO,Perry Municipal Airport,41.828,-94.1599,19049
8228,US,Illinois,BLV,KBLV,MidAmerica St. Louis Airport / Scott Air Force Base,38.5452,-89.8352,17163
8229,US,California,BLU,KBLU,Blue Canyon-Nyack Airport,39.275,-120.71,06061
8230,US,North Dakota,JMS,KJMS,Jamestown Regional Airport,46.9297,-98.6782,38093
8231,US,New Jersey,BLM,KBLM,Monmouth Executive Airport,40.1869,-74.1249,34025
8232,US,Washington,BLI,KBLI,Bellingham International Airport,48.7928,-122.538,53073
8233,US,California,BLH,KBLH,Blythe Airport,33.6192,-114.717,06065
8234,US,Wisconsin,PRW,,Prentice Airport,45.543,-90.2793,55099
8235,US,West Virginia,BLF,KBLF,Mercer County Airport,37.2958,-81.2077,54055
8236,US,Texas,PRX,KPRX,Cox Field,33.6366,-95.4508,48277
8237,US,Nevada,BLD,,Boulder City Municipal Airport,35.9475,-114.861,32003
8238,US,Oregon,PRZ,,Prineville Airport,44.287,-120.904,41013
8239,US,Pennsylvania,PSB,KPSB,Mid-State Regional Airport,40.8835,-78.0863,42027
8240,US,South Dakota,BKX,KBKX,Brookings Regional Airport,44.3048,-96.8169,46011
8241,US,West Virginia,BKW,KBKW,Raleigh County Memorial Airport,37.7873,-81.1242,54081
8242,US,Washington,PSC,KPSC,Tri-Cities Airport,46.2647,-119.119,53021
8243,US,Missouri,JLN,KJLN,Joplin Regional Airport,37.1518,-94.4983,29097
8244,US,Massachusetts,PSF,KPSF,Pittsfield Municipal Airport,42.4268,-73.2929,25003
8245,US,Virginia,BKT,KBKT,Blackstone Army Airfield (Allen C. Perkinson Airport),37.0742,-77.9575,51135
8246,US,Alaska,PSG,PAPG,Petersburg James A. Johnson Airport,56.8017,-132.945,02195
8247,US,Alaska,JLA,,Quartz Creek Airport,60.4827,-149.719,02122
8248,US,Texas,JKV,KJSO,Cherokee County Airport,31.8693,-95.2174,48073
8249,US,Virginia,PSK,KPSK,New River Valley Airport,37.1373,-80.6785,51155
8250,US,New Hampshire,PSM,KPSM,Portsmouth International Airport at Pease,43.0779,-70.8233,33015
8251,US,Ohio,BKL,KBKL,Cleveland Burke Lakefront Airport,41.5175,-81.6833,39035
8252,US,Texas,PSN,KPSN,Palestine Municipal Airport,31.7797,-95.7063,48001
